,step,rho
0,0,0.5598958333333334
1,0,0.4036458333333333
2,1,0.3932291666666667
3,2,0.3802083333333333
4,3,0.4479166666666667
5,4,0.4296875
6,5,0.4557291666666667
7,6,0.4557291666666667
8,7,0.4140625
9,8,0.4114583333333333
10,9,0.3958333333333333
11,10,0.4505208333333333
12,11,0.4270833333333333
13,12,0.3567708333333333
14,13,0.3854166666666667
15,14,0.390625
16,15,0.4479166666666667
17,16,0.4739583333333333
18,17,0.4270833333333333
19,18,0.453125
20,19,0.4036458333333333
21,20,0.4583333333333333
22,21,0.4296875
23,22,0.4088541666666667
24,23,0.3385416666666667
25,24,0.3515625
26,25,0.359375
27,26,0.2760416666666667
28,27,0.3619791666666667
29,28,0.3307291666666667
30,29,0.23177083333333334
31,30,0.296875
32,31,0.265625
33,32,0.2916666666666667
34,33,0.2734375
35,34,0.3880208333333333
36,35,0.2994791666666667
37,36,0.23177083333333334
38,37,0.2864583333333333
39,38,0.18489583333333334
40,39,0.09114583333333333
41,40,0.07291666666666667
42,41,0.1171875
43,42,0.16666666666666666
44,43,0.1328125
45,44,0.21875
46,45,0.1796875
47,46,0.2630208333333333
48,47,0.2942708333333333
49,48,0.4427083333333333
50,49,0.3203125
51,50,0.4010416666666667
52,51,0.4166666666666667
53,52,0.3151041666666667
54,53,0.3229166666666667
55,54,0.3020833333333333
56,55,0.2838541666666667
57,56,0.2578125
58,57,0.2682291666666667
59,58,0.3307291666666667
60,59,0.3723958333333333
61,60,0.3697916666666667
62,61,0.4296875
63,62,0.3645833333333333
64,63,0.390625
65,64,0.453125
66,65,0.4479166666666667
67,66,0.453125
68,67,0.4244791666666667
69,68,0.4427083333333333
70,69,0.4661458333333333
71,70,0.3828125
72,71,0.4427083333333333
73,72,0.4140625
74,73,0.4296875
75,74,0.4765625
76,75,0.3697916666666667
77,76,0.3489583333333333
78,77,0.3854166666666667
79,78,0.34375
80,79,0.2864583333333333
81,80,0.23697916666666666
82,81,0.2109375
83,82,0.3411458333333333
84,83,0.328125
85,84,0.4192708333333333
86,85,0.3645833333333333
87,86,0.3567708333333333
88,87,0.3828125
89,88,0.4140625
90,89,0.3984375
91,90,0.3463541666666667
92,91,0.2760416666666667
93,92,0.23958333333333334
94,93,0.23697916666666666
95,94,0.2994791666666667
96,95,0.28125
97,96,0.2708333333333333
98,97,0.3880208333333333
99,98,0.3072916666666667
100,99,0.3489583333333333
101,100,0.2109375
102,101,0.2916666666666667
103,102,0.2760416666666667
104,103,0.2916666666666667
105,104,0.3385416666666667
106,105,0.4635416666666667
107,106,0.3697916666666667
108,107,0.3567708333333333
109,108,0.3854166666666667
110,109,0.4036458333333333
111,110,0.3958333333333333
112,111,0.4010416666666667
113,112,0.3125
114,113,0.3125
115,114,0.2994791666666667
116,115,0.20052083333333334
117,116,0.20833333333333334
118,117,0.2604166666666667
119,118,0.22395833333333334
120,119,0.3098958333333333
121,120,0.17447916666666666
122,121,0.041666666666666664
123,122,0.0625
124,123,0.125
125,124,0.03125
126,125,0.07552083333333333
127,126,0.14583333333333334
128,127,0.18489583333333334
129,128,0.16927083333333334
130,129,0.16927083333333334
131,130,0.15104166666666666
132,131,0.078125
133,132,0.14583333333333334
134,133,0.11458333333333333
135,134,0.06510416666666667
136,135,0.1796875
137,136,0.23958333333333334
138,137,0.20833333333333334
139,138,0.15364583333333334
140,139,0.23958333333333334
141,140,0.3072916666666667
142,141,0.2890625
143,142,0.3515625
144,143,0.3203125
145,144,0.3515625
146,145,0.20833333333333334
147,146,0.2109375
148,147,0.3385416666666667
149,148,0.3567708333333333
150,149,0.3125
151,150,0.3046875
152,151,0.359375
153,152,0.2864583333333333
154,153,0.2942708333333333
155,154,0.19791666666666666
156,155,0.2630208333333333
157,156,0.1640625
158,157,0.13020833333333334
159,158,0.16145833333333334
160,159,0.109375
161,160,0.1171875
162,161,0.15625
163,162,0.0859375
164,163,0.0625
165,164,0.06510416666666667
166,165,0.08854166666666667
167,166,0.10416666666666667
168,167,0.049479166666666664
169,168,0.0390625
170,169,0.057291666666666664
171,170,0.08854166666666667
172,171,0.14583333333333334
173,172,0.15364583333333334
174,173,0.11979166666666667
175,174,0.14583333333333334
176,175,0.15625
177,176,0.15104166666666666
178,177,0.1328125
179,178,0.07552083333333333
180,179,0.10416666666666667
181,180,0.08072916666666667
182,181,0.015625
183,182,0.0
184,183,0.0
185,184,0.0
186,185,0.0
187,186,0.0
188,187,0.0
189,188,0.0
190,189,0.0
191,190,0.0
192,191,0.0
193,192,0.0
194,193,0.0
195,194,0.0
196,195,0.0
197,196,0.0
198,197,0.0
199,198,0.0
200,199,0.0
